id,story_title,story_subtitle,country_code1,country_name,story_narrative,story_summary,story_biography,documenturl1,name,Politicians,Publico,Relacion,Tipo_relacion
28,Parlamentaria vitalicia del Reino Unido,Pamela Sharples,GBR,Reino Unido,"En 1995, Pamela Sharples se convirtió en la única accionista de Nunswell Investments Limited, una sociedad establecida en Bahamas que utilizaba para hacer inversiones. En 2001, su hijo David Richard Sharples se unió a ella como accionista y administrador de la compañía. Pamela Sharples no trató con Mossack Fonseca directamente; ella gestionaba su sociedad a través de un empleado de un bufete de abogados británico que también era el administrador, junto a un contable de otra firma. Sharples utilizó su cuenta oficial de correo electrónico del Parlamento para comunicarse con ellos. A finales de 2013, discutieron si era lógico aplazar una transferencia de su cuenta de Nunswell, si no necesitaba los fondos, para postergar el pago de impuestos sobre la misma. Los documentos no indican si Sharples siguió adelante con esa idea.",Una sociedad de Bahamas fue utilizada para realizar inversiones,"La Baronesa Pamela Sharples fue reconocida como miembro vitalicio de la Cámara de los Lores de Reino Unido después de que su esposo, Sir Richard Sherples, Gobernador de Bermuda, fuese asesinado mientras paseaba por los terrenos de su residencia oficial junto a su asistente y su gran danés. Ella es miembro del Partido Conservador. En 2014, declaró a The Daily Mail que se vio obligada a vender la casa de la familia para pagar el impuesto de sucesiones cuando se dictaminó que su esposo no fue asesinado en acto de servicio.",https://www.documentcloud.org/documents/2772884-Sharples-Pameladoc1.html,Pamela Sharples,"Baronesa, miembro de la Cámara de los Lores del Reino Unido (1973-presente)",Si,No,No
30,Antigo Emir de Qatar,Hamad bin Khalifa Al Thani,QAT,Catar,"En marzo de 2014, menos de un año después de que Al Thani renunciara como gobernante de Qatar, un abogado de Luxemburgo se puso en contacto con Mossack Fonseca para transmitir el interés de Al Thani en la compra de una sociedad constituida con anterioridad en las Islas Vírgenes Británicas. La sociedad que adquirió el antiguo emir, Afrodille S.A., sería titular de una cuenta bancaria en Luxemburgo y accionista en dos empresas sudafricanas, siempre según el abogado. Desde septiembre de 2013, Al Thani también era el accionista mayoritario de Rienne S.A. y de Yalis S.A., que realizó un depósito a plazo con Bank of China en Luxemburgo, según los documentos. Mientras que Al Thani poseía una participación mayoritaria en ambas empresas, otro 25 por ciento de cada una de ellas estaba a nombre de un miembro de su familia, el jeque Hamad bin Jassim Al Thani, ex primer ministro de Qatar y ministro de Asuntos Exteriores.",Un sociedad offshore mantuvo una cuenta bancaria y acciones en empresas sudafricanas,"El jeque Hamad bin Khalifa Al Thani gobernó esta nación rica en energía de 1995 a 2013, tras derrocar a su padre mientras viajaba a Suiza, en lo que fue un golpe incruento. En junio de 2013, Al Thani entregó el poder a su hijo, declarando que era el momento de ""una nueva generación"". Durante sus 18 años en el poder, a Al Thani se le atribuyó de manera casi unánime el aumento de la influencia política de Catar y el crecimiento de su economía.",https://www.documentcloud.org/documents/2779709-Emir-of-Qatardoc1.html,Sheikh Hamad bin Khalifa Al Thani,Former ruling emir of the State of Qatar (1995–2013),Si,No,No
31,Asistente de los Kirchner,Daniel Muñoz,ARG,Argentina,"Muñoz y su esposa estaban vinculados a Gold Black, una sociedad constituida en las Islas Vírgenes Británicas en 2010 para invertir en el sector inmobiliario de EE.UU. Se declara que el origen de los fondos de la sociedad son ""ahorros personales"". De 2010 a comienzos de 2015, la titularidad de la sociedad se basaba en acciones al portador, un instrumento financiero que puede utilizarse para ocultar la identidad del propietario. Uno de los administradores, Sergio Tadisco, ha explicado a Canal Trece que era un testaferro que dijo estar de acuerdo con el uso de su nombre en 2011, debido a la amistad con Muñoz y su mujer. En enero de 2015, Muñoz y su esposa se convirtieron en accionistas designados, con el 50 por ciento cada uno. En ese momento, Mossack Fonseca se había convertido en el agente registrado de Gold Black. Sin embargo, sólo tres semanas más tarde, su departamento legal propuso renunciar porque se estableció la relación de Muñoz con los gobiernos de los Kirchner. La renuncia se hizo efectiva en junio de 2015.",Una sociedad de Islas Vírgenes Británicas se utilizó para adquirir propiedades inmobiliarias en EE.UU.,"Daniel Muñoz fue el secretario privado y hombre de confianza del expresidente argentino Néstor Kirchner. Posteriormente, también trabajó durante dos años como ayudante de la esposa de Néstor Kirchner, Cristina Fernández de Kirchner, que fue presidenta de Argentina entre 2007 y 2015. En 2009, a Muñoz se le investigó por enriquecimiento ilícito, un cargo que fue retirado más adelante. En 2013, los medios argentinos informaron de que Muñoz había ayudado a trasladar ""bolsas de dinero"" pertenecientes al presidente Néstor Kirchner desde Buenos Aires, la capital argentina, hasta Santa Cruz, el estado natal de los Kirchner. Los cargos relacionados con este caso se retiraron en julio de 2015 por falta de pruebas.",https://www.documentcloud.org/documents/2779698-Munoz-Hector-Danieldoc1.html,Daniel Muñoz,No,No,"Secretario privado, consejero",Socio
32,Excomandante del ejército venezolanas,Víctor Cruz Weffer,VEN,Venezuela,"Los documentos indican que Cruz Weffer era el accionista de Univers Investments, constituida en Seychelles en 2007. La sociedad emitió acciones al portador, un instrumento financiero que puede utilizarse para ocultar la propiedad de las estructuras offshore. La sociedad del excomandante en jefe de las Fuerzas Armadas de Venezuela quedó inactiva en enero de 2011.",Adquirió una sociedad de Seychelles tras acusaciones delictivas.,"Víctor Cruz Weffer fue el comandante en jefe del ejército de Venezuela desde julio de 2001 hasta su despido en diciembre de 2001, tras ser acusado de malversación por su anterior gestión de un fondo de desarrollo social de 113 millones de dólares. En 2002 se inició una investigación y en abril de 2007 los fiscales lo acusaron de enriquecimiento ilícito y de no revelar intereses financieros. Los fiscales también afirmaron que, una vez cercano al presidente Hugo Chávez, Weffer envió cientos de miles de dólares a cuentas bancarias en el extranjero. Los cargos se presentaron un mes antes de que Weffer adquiriera acciones de la sociedad de Seychelles Univers Investments. Weffer quedó absuelto en 2011, pero hay una apelación en curso.",,Víctor Cruz Weffer,Comandante en jefe de las Fuerzas Armadas venezolanas (2001),Si,No,No
33,Exgobernador del Banco Central de Ecuador,Pedro Delgado,ECU,Ecuador,"A lo largo de 2012, el cliente de Mossack Fonseca Austrobank Panamá S.A., un banco filial del Grupo Eljuri, uno de los mayores conglomerados empresariales en Ecuador, concedió una hipoteca a favor de Delgado y su esposa María Verónica Endara. Ella era entonces vicecónsul general de Ecuador en Miami. La hipoteca de 190.000 dólares serviría para la compra de una casa en North Miami Beach. En ese momento, Delgado era gobernador del Banco Central del Ecuador. Un agente de Austrobank envío un correo electrónico a Mossack Fonseca para obtener asesoramiento legal. El primer despacho de abogados contactado por Mossack Fonseca declinó procesar el préstamo, alegando que el prestatario se negaba a cumplir con la documentación estándar de la hipoteca. ""Hay demasiados agujeros en esta transacción"", escribió el abogado. ""Me preocupan las objeciones del prestatario. Aquí hay algo que no huele bien, en mi opinión "", agregó. Pero Mossack Fonseca encontró otro abogado que procesó la hipoteca en Miami. Delgado ha confirmado a la cadena Univisión que era propietario de una propiedad inmobiliaria en Miami.",Mossack Fonseca consiguió un abogado que procesara el préstamo hipotecario,"Pedro Miguel Delgado Campaña es expresidente del Banco Central del Ecuador y primo del presidente ecuatoriano, Rafael Correa. En 2013, Delgado admitió haber falsificado su título universitario, un delito por el cual podría ser encarcelado si se le condena por los cargos de fraude aún pendientes. Delgado vive ahora en los EE.UU., y las autoridades ecuatorianas siguen intentando su extradición por los cargos relacionados con este caso.",https://www.documentcloud.org/documents/2779696-Delgado-Pedrodoc1.html,Pedro Delgado,Gobernador del Banco Central de Ecuador (2011-2012),Si,No,No
34,Antiguo líder regional de partido político en Delhi,Anurag Kejriwal,IND,India,"Kejriwal y su esposa establecieron su primera sociedad en Islas Vírgenes Británicas en 2007. En 2008 y 2010, reestructuraron sus activos y establecieron dos fundaciones en Panamá de las que eran beneficiarios junto a su hijo. A través de la Fundación Nedstar, eran propietarios de Nedstar Comercial Ltd. y de Newington Trading Group Ltd., ambas con sede en Islas Vírgenes Británicas. La actividad de Newington era la comercialización de mineral de hierro. A través de la Fundación Pruak eran propietarios de Biscay Overseas Limited, posteriormente llamada Biscay Exports Limited , y de Krims Investments Inc., también con sede en las Islas Vírgenes Británicas. Firmaron un acuerdo de financiación con el banco BNP Paribas (Suisse) SA para Nedstar Commercial en 2011, 2012, y 2013. Mossack Fonseca recibió documentación relacionada con unos procedimientos legales contra las sociedades de Kejriwal. La Fundación Nedstar y Nedstar Commercial quedaron inactivas en 2011, Biscay en 2012, y Krims y Pruak en 2013. Newington se desconectó en octubre de 2012.",Una sociedad de las Islas Vírgenes Británicas constituida para comercializar mineral de hierro,"Anurag Kejriwal era el presidente de la rama de Delhi del partido Lok Satta en la India hasta su expulsión en 2014, después de que fuera descubierto in fragranti mientras ofrecía acceso político, influencia y privilegios a partes externas interesadas. La antigua organización no gubernamental Lok Satta se convirtió en un partido político en 2006 y actualmente no tiene diputados en el Parlamento.",https://www.documentcloud.org/documents/2779687-Kejriwal-Anuragdoc1.html,Anurag Kejriwal,Anterior presidente del estado de Delhi por el partido Lok Satta (2013-2014),Si,No,No
35,"Presidente de EAU, emir de Abu Dhabi",Khalifa bin Zayed bin Sultan Al Nahyan,ARE,Emiratos Árabes Unidos,"El jeque Khalifa es el beneficiario efectivo de al menos 30 sociedades constituidas por Mossack Fonseca en Islas Vírgenes Británicas. A través de ellas, el jeque Khalifa mantiene propiedades comerciales y residenciales en áreas pudientes de Londres como Kensington y Mayfair por valor de al menos 1.700 millones de dólares. El jeque financió sus adquisiciones a través de préstamos de la sucursal de Londres del Banco Nacional de Abu Dhabi y del Royal Bank of Scotland. Hasta 2007, Mossack Fonseca le proporcionó compañías que actuaron como administradoras y accionistas de las sociedades del jeque en Islas Vírgenes Británicas. Actualmente, casi todas las acciones de esas compañías están en manos de Mossack Fonseca a través de estructuras fiduciarias, pero el verdadero beneficiario sigue siendo el jeque, su esposa y sus hijos. En 2011 Mossack Fonseca escribió que el bufete de abogados que maneja los asuntos del jeque Al Nahyan es ""generalmente reacio"" a suministrar información sobre su identidad.",Sociedades de Islas Vírgenes Británicas se utilizaron para comprar bienes inmobiliarios de lujo y otras propiedades,"El jeque Khalifa bin Zayed bin Sultan Al Nahyan, presidente de Emiratos Árabes Unidos y emir de Abu Dhabi, es uno de los hombres más ricos del mundo. Construyó un palacio de siete plantas en la cima de una montaña en Seychelles a la vez que se comprometió a contribuir con más de 130 millones de dólares en ayudas al archipiélago. Con su mayor donación, 150 millones de dólares al centro de investigación sobre cáncer M.D. Anderson de la Universidad de Texas, construyó un edificio con el nombre de su padre y con la última tecnología para asistir a pacientes con cáncer. También financió la construcción de un pabellón de asistencia crítica cardiovascular en el hospital Johns Hopkins de Maryland, y se construyó el yate más grande del mundo, equipado con helipuertos, piscinas, una discoteca y un enorme salón de diseño francés. En Dubai, el edificio más alto del mundo, llamado Burj Khalifa en honor al jeque, es un símbolo de su esfuerzo por diversificar la economía de EAU, dependiente del petróleo.",https://www.documentcloud.org/documents/2779614-Al-Nahyandoc1.html,Khalifa bin Zayed bin Sultan Al Nahyan,Presidente de Emiratos Árabes Unidos y emir de Abu Dhabi (2000-presente),Si,No,No
37,"""Contratista favorito"" del presidente de México",Juan Armando Hinojosa,MEX,México,"A lo largo del verano y otoño de 2015, no mucho después de la controversia sobre la Casa Blanca, Mossack Fonseca ayudó a Hinojosa a crear tres fideicomisos para quedarse con alrededor de 100 millones de dólares hasta entonces depositados en varias cuentas bancarias. Hinojosa era el principal beneficiario de los fideicomisos, nominalmente controlados por su madre y su suegra. Su esposa e hijos serían designados como beneficiarios en caso de su muerte. Hinojosa tenía una red compleja, con nueve entidades constituidas en tres jurisdicciones diferentes: Nueva Zelanda, Reino Unido y Países Bajos.","Tras la polémica, se creó una compleja red offshore para guardar 100 millones de dólares","Juan Armando Hinojosa, llamado ""el contratista favorito"" del presidente de México, Enrique Peña Nieto, dirige un imperio empresarial con buenas conexiones que se aseguró al menos 750 millones de dólares en negocios con agencias gubernamentales. La polémica estalló cuando, a finales de 2014, se descubrió que la primera dama y ex actriz de telenovelas Angélica Rivera había comenzado el proceso de compra de una mansión de 7 millones de dólares para la familia presidencial que había sido construida por una de las sociedades de Hinojosa y estaba registrada bajo el nombre de la sociedad. Como reacción a las críticas, Rivera reveló que se aseguró un préstamo de 4 millones de dólares a ocho años de una de las sociedades de Hinojosa y dio una entrada del 30 por ciento en enero de 2012, usando su propio dinero, casi un año antes de que su marido se convirtiera en presidente. Además, se comprometió a vender la casa. Sin embargo, en agosto de 2015, un portavoz del gobierno dijo que Rivera esperaría a que se concluyera una investigación sobre un posible conflicto de intereses antes de proceder con la venta. Ese mismo mes, la Secretaría de la Función Pública, dijo que no existía ningún conflicto de intereses en la compra de la casa y exoneró a Peña Nieto.",https://www.documentcloud.org/documents/2779708-Hinojosa-Juan-Armandodoc1.html,Juan Armando Hinojosa,No,No,Colaborador,Socio
38,Antiguo vicealcalde de la capital de Kazajistán,Nurali Aliyev,KAZ,Kazajistán,"En junio de 2008 Aliyev se convirtió en accionista de la sociedad Baltimore Alliance Inc., con sede en Islas Vírgenes Británicas y desactivada en 2014. La principal actividad de Baltimore era poseer, comprar y vender yates. En 2008 la sociedad adquirió un yate de 77 pies, el Nomad, que Mossack Fonseca registró en Islas Vírgenes Británicas. En febrero de 2009, Aliyev fue sustituido como accionista de Baltimore por una sociedad de Islas Vírgenes Británicas llamada Greatex Trade & Invest Corp. Greatex dejó de ser accionista de Baltimore en julio de 2011. De acuerdo con un informe de 2015 de Global Witness, Greatex controlaba sociedades en Reino Unido que poseían propiedades en Londres. De 2007 a 2008, Nurali Aliyev fue también presidente-administrador de Greatex (Suisse) SA, una sociedad suiza que comercializaba materias primas. Desde diciembre de 2015, Nurali Aliyev también era dueño de Alba International Holdings Ltd., constituida en Islas Vírgenes Británicas en septiembre de 2014, la cual utilizaba para mantener una cuenta bancaria en Chipre.",Una sociedad offshore adquirió un yate llamado 'Nomad',"Nurali Aliyev es el antiguo teniente de alcalde de Astaná, capital de Kazajistán, y nieto del presidente del país, Nursultan Nazarbayev. Con un patrimonio estimado en 200 millones de dólares en 2012, Aliyev es también presidente de una empresa de telecomunicaciones. Además, se rumorea que es un posible sucesor de su abuelo como presidente del país, rico en petróleo y gas.",https://www.documentcloud.org/documents/2782968-Aliyev-Nuralidoc1.html,Nurali Aliyev,Teniente de alcalde de Astaná (diciembre 2014-marzo 2016),Si,No,No
39,Cuñado del alcalde de Bogotá,Carlos Gutiérrez Robayo,COL,Colombia,"De 2007 a 2014, Gutiérrez Robayo creó una red de 12 sociedades offshore y tres fundaciones en Panamá e Islas Vírgenes Británicas, gestionadas por su firma Trenaco Colombia. Robayo era propietario de al menos 11 de las sociedades y de una fundación. Sin embargo, gestionaba toda la red con su esposa, que era co-propietaria de una sociedad y principal beneficiaria de una de las fundaciones, y con uno de sus socios, que era también co-propietario de tres sociedades. Las actividades de las sociedades tenían lugar en Panamá, Colombia, Reino Unido y Suiza, en sectores como la biotecnología, la ganadería y el sector inmobiliario. Una investigación oficial sobre posible tráfico de influencias en el verano de 2014 no resultó en cargos contra Gutiérrez Robayo, según la fiscalía. Mossack Fonseca renunció a trabajar con sus sociedades, ya que se le consideraba una ""persona expuesta políticamente"". Gutiérrez Robayo contrató otro bufete de abogados panameño, para mantener su red offshore con vida. Entre 2010 y 2011, siendo aún cliente de Mossack Fonseca, Gutiérrez Robayo y su esposa abrieron una cuenta bancaria en Suiza.","Gran red de sociedades y de fundaciones offshore activa en los sectores inmobiliario y de ganadería, entre otros","Carlos Gutiérrez Robayo es un hombre de negocios colombiano y es familia política del alcalde de Bogotá, Gustavo Petro. Según los medios de comunicación colombianos, Gutiérrez Robayo se habría presuntamente asegurado contratos a través de esta relación. En junio de 2014, las autoridades colombianas iniciaron una investigación sobre los contratos adjudicados para la ampliación del sistema de transporte TransMilenio en Bogotá, pero la investigación no dio lugar a ninguna acusación. Tanto Gutiérrez Robayo como Petro han negado cualquier irregularidad.",https://www.documentcloud.org/documents/2779671-Gutierrez-Carlosdoc1.html,Carlos Gutiérrez Robayo,No,No,Cuñado,Pariente
40,Llegó a ser el diputado más rico del parlamento brasileño,João Lyra,BRA,Brasil,"En 2009, Lyra obtuvo un poder notarial para Regill Trading, constituida en Panamá en enero de 2009. Esta sociedad seguía activa en marzo de 2016, período que incluye el mandato más reciente en el Congreso de los Diputados de Brasil de este empresario y político del Partido Socialdemócrata, (2011-2015). Refill Trading utilizaba acciones al portador, un instrumento financiero usado para ocultar los verdaderos propietarios de las sociedades. La sociedad offshore panameña abrió una cuenta en el banco privado suizo Pictet, citando a Lyra como su signatario autorizado. El político y empresario no reveló que controlaba Refill Trading ni su cuenta bancaria en Suiza en sus declaraciones patrimoniales de 2010 y de 2014 como candidato a la Cámara baja, la del Congreso Nacional. Mossack Fonseca identificó a Lyra como una persona políticamente expuesta a partir de 2009, pero no le pidió información adicional, según los documentos.",Un diputado no declaró sus holding offshore ni su cuenta en Suiza,"João José Pereira de Lyra llegó a ser el diputado más rico del congreso brasileño, con un patrimonio estimado en 140 millones de dólares. Trabajó en el parlamento varias veces a lo largo de los años, en el Senado de 1989 a 1991 y en el Congreso desde 2003 hasta 2007 y de nuevo entre 2011 y 2015. Como hombre de negocios con empresas en sectores como la caña de azúcar, bebidas alcohólicas y otras agroindustrias relacionadas, Lyra se ha visto obligado a defender a sus empresas contra las acusaciones del gobierno de que los empleados de una de sus plantaciones de caña de azúcar trabajaban en condiciones de esclavitud. Estos cargos siguen pendientes de juicio.",https://www.documentcloud.org/documents/2779669-Lyra-Joaodoc1.html,João Lyra,"Diputado en el Congreso brasileño (2003-2007, 2011-2015); Senador (1989-1991)",Si,No,No
41,Ministro de Justicia de Camboya,Ang Vong Vathana,KHM,Camboya,"En mayo de 2007, mientras Vathana cumplía tres años como ministro, se convirtió en uno de los cinco accionistas de la sociedad RCD International Limited, radicada en Islas Vírgenes Británicas. En un registro de accionistas escrito a mano y con fecha de 2007, en el que que también figuraban ejecutivos de empresas chinas y jemeres, Vathana aparecía con el cargo de ""ministro de Justicia"". El documento indicaba que Vathana había pagado 5.000 dólares por 5.000 acciones. El objeto de esta sociedad no estaba claro. No hay constancia de que Mossack Fonseca considerara a Vathana como una ""persona políticamente expuesta"", lo que habría obligado a Mossack Fonseca, como agente registrador, a hacer más comprobaciones sobre los antecedentes de su cliente.",La ocupación de un accionista de una sociedad offshore figuraba como “ministro de Justicia”,"Ang Vong Vathana ha sido ministro de Justicia de Camboya desde mayo de 2004. Antes de ser nombrado por el primer ministro Hun Sen, Vathana ocupó el cargo de secretario de Estado para el Ministerio de Justicia, en virtud de un acuerdo para compartir el poder entre el Partido del Pueblo de Camboya (CPP), encabezado por el autócrata Hun Sen desde 1998, y otro partido, el Funcinpec. El nombramiento de Vathana motivó que se acusara al primer ministro Hun Sen de haber violado el acuerdo colocando a su propia gente en cargos ostentados por los miembros del partido Funcinpec.",,Ang Vong Vathana,"Ministro de Justicia, Camboya (desde 2004)",Si,No,No
42,Íntimo del presidente ruso Vladimir Putin,Sergey Roldugin,RUS,Federación rusa,"Sergey Roldugin era propietario de tres sociedades offshore: Sonnette Overseas, International Media Overseas y Raytar Limited. Las dos primeras fueron creadas por el Banco Rossiya, con sede en San Petersburgo y definido por el Gobierno de Estados Unidos como el ""banco personal para funcionarios de alto nivel"" en Rusia. El ejecutivo de Rossiya responsable de constituir Sonnette describió a Roldugin como alguien ""asignado"" a la entidad. En marzo de 2008, Sonnette Overseas y otras cuatro sociedades offshore ganaron mucha influencia sobre Kamaz, el mayor fabricante de camiones de Rusia, durante casi un año. International Media Oversease era propietario de Med Media Network, que a su vez controlaba el 12,5% de Vi, el mayor comprador publicitario de televisión en Rusia, anteriormente conocido como Video International. Otra sociedad creada por el Banco Rossiya le asignó a International Media Oversease los derechos de un préstamo de 200 millones de dólares por un dólar.",Sociedades que reciben préstamos ventajosos,"Siendo adolescentes en la década de 1970, Sergey Roldugin y Vladimir Putin se hicieron íntimos, ""casi como hermanos"", según Roldugin. Putin pasó a formar parte de la KGB y ahora es presidente de Rusia. Roldugin ganó fama como violonchelista de clase mundial, llegando a ser director del Conservatorio Estatal de San Petersburgo Rimsky-Korsakov y director artístico de la Casa de la Música de San Petersburgo. A lo largo de sus vidas se han mantenido cerca el uno del otro. Roldugin intervino en la presentación de Putin a su futura esposa Lyudmila y es también padrino de la hija mayor de Putin, Mariya.",https://www.documentcloud.org/documents/2782961-Roldugin-Sergeidoc1.html,Sergey Roldugin,No,No,Amigo,Socio
43,Acusado de fraude junto a un senador italiano,Giuseppe Donaldo Nicosia,ITA,Italia,"Nicosia era el único accionista de la sociedad Darion Trading Ltd, constituida en mayo de 2011 en Islas Vírgenes Británicas. En noviembre de 2011, Nicosia vendió como persona física dos apartamentos frente al Carnegie Hall de Nueva York por 3,2 millones de dólares a una sociedad de Delaware, Amadocia Inc. Darion Trading también firmó la documentación de la compra de los apartamentos como único accionista y presidente de Amadocia Inc. En septiembre de 2015, el Departamento de Justicia de Estados Unidos trató de hacer cumplir una orden de restricción italiana en los tribunales de Estados Unidos, por la cual se privaría a Nicosia de todos sus derechos sobre sus propiedades estadounidenses. Pero Amadocia vendió los apartamentos en octubre por 3,72 millones de dólares, antes de que un tribunal aprobara la solicitud del Departamento de Justicia.",Sociedades offshore comercializaron la titularidad de dos apartamentos en Nueva York con un valor de más de 3 millones de dólares,"Ejecutivo en una agencia de publicidad, Giuseppe Donaldo Nicosia, es ahora un prófugo huido de las autoridades italianas a raíz de las acusaciones de participación en un fraude fiscal organizado de 50 millones de dólares que supuestamente vendió espacios publicitarios y defraudó el IVA. Los fiscales italianos aseguran que Nicosia desvió millones de dólares desde este esquema para sí y para sus socios, entre los que se incluía el exsenador Marcello Dell' Utri, aliado del ex primer ministro italiano Silvio Berlusconi, que está cumpliendo una condena de siete años de prisión por sus relaciones con la mafia.",https://www.documentcloud.org/documents/2774447-Nicosia-Giuseppedoc1.html,Giuseppe Donaldo Nicosia,No,No,Socio,Socio
45,Rey de Arabia Saudí,Salman bin Abdulaziz bin Abdulrahman Al Saud,SAU,Arabia Saudí,"El rey Salman tenía un papel poco específico en la sociedad luxemburguesa Safason Corporation SPF S.A., que era accionista de Verse Development Corporation, radicada en Islas Vírgenes Británicas en 1999, e Inrow Corporation, constituida en 2002. Inrow adquirió una hipoteca en 2009 por valor de hasta 26 millones de dólares y Verse hizo lo propio con una segunda hipoteca por más de 8 millones de dólares, ambas para casas de lujo en el centro de Londres. Si bien no se especifica el papel exacto del rey Salman, sí se mencionan las dos hipotecas ""en relación con"" él y sus activos. También se describe al rey Salman como ""el usuario principal"" del yate de motor 'Erga', llamado así en honor al palacio real en Riad (Arabia Saudí) y registrado en Londres a nombre de la sociedad Crassus Limited, constituida en 2004 en Islas Vírgenes Británicas. Safason Corporation también era la única accionista de Park Property Limited, otra sociedad constituida en Islas Vírgenes Británicas en 2005, y cuyos registros se guardaban en el Palacio Erga.",Una sociedad de Islas Vírgenes Británicas se utilizó para adquirir hipotecas de casas de lujo en Londres y la titularidad de un yate,"Salman bin Abdulaziz bin Abdulrahman Al Saud se convirtió en rey de Arabia Saudí en enero de 2015, asumiendo el trono tras la muerte de su hermano, el rey Abdullah. Anteriormente fue ministro de Defensa, viceprimer ministro y gobernador de Riad, la capital del país, entre 1955 y 1960 y, de nuevo, desde 1963 hasta 2011. Fue designado heredero al trono en 2012.",https://www.documentcloud.org/documents/2779042-King-Al-Saud-Salmandoc1.html,King Salman bin Abdulaziz bin Abdulrahman Al Saud,Rey de Arabia Saudí (desde 2015),Si,No,No
46,Hijo del vice presidente hondureño,César Rosenthal,HND,Honduras,"Rosenthal era el único accionista y presidente de Renton Management SA, constituida en Panamá en febrero de 2014 para comprar un avión. En octubre de 2015, los fiscales guatemaltecos que investigaban un posible tráfico de drogas confiscaron e inspeccionaron el avión. No se encontró nada ilegal. El piloto dijo a las autoridades locales que el avión se trajo a Guatemala desde Honduras siguiendo órdenes de los propietarios, porque aún se debían 2 millones de dólares al vendedor. Algunos días antes, los fiscales de EE.UU. habían acusado a tres familiares de Rosenthal –su padre, Jaime; su hermano y ex ministro del gobierno, Yani; y su primo y ex ministro de inversiones, Yanke– de blanqueo de dinero para redes de tráfico de drogas. Jaime Rosenthal dijo a Bloomberg que las acusaciones de los fiscales estadounidenses son ""falsas"".",Sociedad offshore como propietaria de un avión,"César Rosenthal lidera Cable Color SA y es hijo de Jaime Rosenthal, ex vicepresidente y uno de los empresarios más ricos de Honduras. Las autoridades hondureñas investigaron a Jaime Rosenthal por evasión de impuestos, y, en 2016, EE.UU. solicitó a Honduras su extradición por cargos de blanqueo de dinero del narcotráfico. Cesar Rosenthal está vinculado a una sociedad offshore propietaria de un avión retenido e inspeccionado en Guatemala como parte de las investigaciones a miembros de su familia por blanqueo. Según se publicó, las autoridades guatemaltecas no encontraron ninguna mercancía ilegal en el avión.",https://www.documentcloud.org/documents/2779675-Rosenthal-Cesardoc2.html,César Rosenthal,No,No,Hijo,Pariente
47,Primos del Presidente sirio Bashar Assad,Rami and Hafez Makhlouf,SYR,República Árabe de Siria,"En 1998 Rami Makhlouf utilizó Polter Investments Inc. para invertir en el mercado sirio de telecomunicaciones junto a inversores jordanos. En 2002, cofundó Syriatel, una empresa siria de telecomunicaciones móviles. Él conservó personalmente el 10 por ciento de las acciones y otro 63 por ciento a través de su empresa británica Virgin Island Drex Tecnologies S.A. El mismo año, los co-inversores de Makhlouf en Syriatel lo demandaron en Viena, donde la cuenta bancaria de Drex Tecnologías tenía 2,6 millones de dólares. Él había abierto otra cuenta para Drex de HSBC en Ginebra, Suiza. Makhlouf también tenía cuentas en HSBC para Lorie, Dorling International, y Ramak, que compartía nombre con la empresa de Makhlouf en Siria, Ramak Contracting & Trading. HSBC manejaba la sociedad Cara, en la que Makhlouf era administrador; Seadale Internacional Corporation, en la que era co-propietario junto a sus hermanos; Eagle Trading & Contracting, que era propiedad de Hafez; y Hoxim Lane Management, para otro hermano suyo. A partir de febrero de 2011, los empleados de Mossack Fonseca comentan a través de correo electrónico acusaciones de soborno y corrupción contra miembros de la familia Makhlouf y las sanciones que habían sido impuestas por la Tesorería de EE.UU. En junio del mismo año, la Comisión de Servicios Financieros de las Islas Vírgenes Británicas escribió a Mossack Fonseca en relación a una investigación en Drex Tecnologías S.A. por blanqueo de dinero, lo que provocó que Mossack Fonseca rompieron sus vínculos con las empresas de la familia Makhlouf.",Los hermanos tenían una variedad de participaciones en empresas mediante sociedades,"Los Hermanos Rami y Hafez Makhlouf hicieron una fortuna explotando los lazos familiares con su primo directo materno, el presidente sirio Bashar Assad. Aunque, en los últimos dos años, puede que su suerte haya cambiado. Durante años, cualquier empresa extranjera que deseaba hacer negocios en Siria tuvo que contar con la aprobación de Rami, quien controló sectores económicos clave como el petróleo y las telecomunicaciones. Se sospecha que Hafez, un general a cargo del aparato de inteligencia y de seguridad sirio, ayudó a su hermano mayor a intimidar a adversarios en los negocios. Ambos eran blanco de sanciones internacionales por su participación en la violenta represión de Assad contra los manifestantes prodemocráticos, aunque Hafez logró descongelar 4 millones de dólares en cuentas suizas. Ya en 2014, Hafez perdió su puesto en medio de rumores de un contencioso con el régimen y ahora se cree que ha huido a Bielorrusia.",https://www.documentcloud.org/documents/2779676-Makhlouf-Rami-Hafezdoc2.html,Rami Makhlouf,No,No,Primo,Pariente
